ID,Target_Form_ID,Source_Form_ID,Comment,Source,Xenolog_Cluster_ID,Borrowing_Detection_Method
auto-CentralGuizhouChuanqiandian-stand-1,CentralGuizhouChuanqiandian-stand-1,,,,auto-206,
auto-CentralGuizhouChuanqiandian-straight-1,CentralGuizhouChuanqiandian-straight-1,,,,auto-213,
expert-CentralGuizhouChuanqiandian-swim-1,CentralGuizhouChuanqiandian-swim-1,,,,expert-377,
auto-CentralGuizhouChuanqiandian-thick-1,CentralGuizhouChuanqiandian-thick-1,,,,auto-221,
expert-CentralGuizhouChuanqiandian-tongue-1,CentralGuizhouChuanqiandian-tongue-1,,Sinitic,,expert-198,
expert-CentralGuizhouChuanqiandian-untie-1,CentralGuizhouChuanqiandian-untie-1,,,,expert-405,
auto-CentralGuizhouChuanqiandian-untie-1,CentralGuizhouChuanqiandian-untie-1,,,,auto-233,
expert-CentralGuizhouChuanqiandian-vomit-1,CentralGuizhouChuanqiandian-vomit-1,,,,expert-201,
auto-CentralGuizhouChuanqiandian-waitfor-1,CentralGuizhouChuanqiandian-waitfor-1,,,,auto-239,
auto-Chuanqiandian-and-1,Chuanqiandian-and-1,,,,auto-2,
expert-Chuanqiandian-be-1,Chuanqiandian-be-1,,,,expert-8,
auto-Chuanqiandian-be-1,Chuanqiandian-be-1,,,,auto-10,
expert-Chuanqiandian-beanorpea-1,Chuanqiandian-beanorpea-1,,,,expert-13,
auto-Chuanqiandian-beanorpea-1,Chuanqiandian-beanorpea-1,,,,auto-14,
expert-Chuanqiandian-beard-1,Chuanqiandian-beard-1,,,,expert-26,
expert-Chuanqiandian-big-1,Chuanqiandian-big-1,,,,expert-17,
auto-Chuanqiandian-big-1,Chuanqiandian-big-1,,,,auto-16,
expert-Chuanqiandian-blowwithmouth-1,Chuanqiandian-blowwithmouth-1,,,,expert-22,
auto-Chuanqiandian-blowwithmouth-1,Chuanqiandian-blowwithmouth-1,,,,auto-20,
expert-Chuanqiandian-bow-1,Chuanqiandian-bow-1,,,,expert-30,
auto-Chuanqiandian-bow-1,Chuanqiandian-bow-1,,,,auto-24,
expert-Chuanqiandian-branch-1,Chuanqiandian-branch-1,,Sinitic 枝 MC tsye OC ke,,expert-34,
expert-Chuanqiandian-caprinegoatorsheep-1,Chuanqiandian-caprinegoatorsheep-1,,,,expert-42,
expert-Chuanqiandian-chicken-1,Chuanqiandian-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-Chuanqiandian-chicken-1,Chuanqiandian-chicken-1,,,,auto-30,
expert-Chuanqiandian-chopsticks-1,Chuanqiandian-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
expert-Chuanqiandian-cold-1,Chuanqiandian-cold-1,,Sinitic 冷 MC leŋ,,expert-59,
expert-Chuanqiandian-come-1,Chuanqiandian-come-1,,,,expert-64,
auto-Chuanqiandian-come-1,Chuanqiandian-come-1,,,,auto-38,
expert-Chuanqiandian-correctright-1,Chuanqiandian-correctright-1,,Sinitic 对,,expert-70,
auto-Chuanqiandian-correctright-1,Chuanqiandian-correctright-1,,,,auto-40,
expert-Chuanqiandian-cry-1,Chuanqiandian-cry-1,,,,expert-79,
auto-Chuanqiandian-cry-1,Chuanqiandian-cry-1,,,,auto-42,
expert-Chuanqiandian-die-1,Chuanqiandian-die-1,,,,expert-83,
auto-Chuanqiandian-die-1,Chuanqiandian-die-1,,,,auto-45,
expert-Chuanqiandian-difficult-1,Chuanqiandian-difficult-1,,,,expert-84,
auto-Chuanqiandian-difficult-1,Chuanqiandian-difficult-1,,,,auto-46,
auto-Chuanqiandian-dirty-1,Chuanqiandian-dirty-1,,,,auto-50,
expert-Chuanqiandian-do-1,Chuanqiandian-do-1,,,,expert-93,
auto-Chuanqiandian-do-1,Chuanqiandian-do-1,,,,auto-51,
expert-Chuanqiandian-dog-1,Chuanqiandian-dog-1,,Sinitic 狗 MC kuwX OC Cə.kˤroʔ,,expert-51,
expert-Chuanqiandian-drink-1,Chuanqiandian-drink-1,,,,expert-95,
auto-Chuanqiandian-dry-1,Chuanqiandian-dry-1,,,,auto-52,
expert-Chuanqiandian-duck-1,Chuanqiandian-duck-1,,,,expert-105,
auto-Chuanqiandian-duck-1,Chuanqiandian-duck-1,,,,auto-53,
expert-Chuanqiandian-early-1,Chuanqiandian-early-1,,,,expert-107,
auto-Chuanqiandian-egg-1,Chuanqiandian-egg-1,,,,auto-56,
auto-Chuanqiandian-empty-1,Chuanqiandian-empty-1,,,,auto-58,
expert-Chuanqiandian-eye-1,Chuanqiandian-eye-1,,Sinitic 目 MC mjuwk,,expert-53,
expert-Chuanqiandian-faecesexcrement-1,Chuanqiandian-faecesexcrement-1,,,,expert-116,
auto-Chuanqiandian-faecesexcrement-1,Chuanqiandian-faecesexcrement-1,,,,auto-62,
auto-Chuanqiandian-far-1,Chuanqiandian-far-1,,,,auto-64,
expert-Chuanqiandian-fearbeafraid-1,Chuanqiandian-fearbeafraid-1,,,,expert-130,
auto-Chuanqiandian-fearbeafraid-1,Chuanqiandian-fearbeafraid-1,,,,auto-70,
expert-Chuanqiandian-fire-1,Chuanqiandian-fire-1,,,,expert-66,
expert-Chuanqiandian-flyinsect-1,Chuanqiandian-flyinsect-1,,,,expert-73,
expert-Chuanqiandian-full-1,Chuanqiandian-full-1,,,,expert-142,
expert-Chuanqiandian-guest-1,Chuanqiandian-guest-1,,Sinitic,,expert-160,
expert-Chuanqiandian-hat-1,Chuanqiandian-hat-1,,Sinitic,,expert-164,
auto-Chuanqiandian-hat-1,Chuanqiandian-hat-1,,,,auto-93,
expert-Chuanqiandian-hornanatomy-1,Chuanqiandian-hornanatomy-1,,,,expert-177,
expert-Chuanqiandian-hot-1,Chuanqiandian-hot-1,,Sinitic,,expert-180,
auto-Chuanqiandian-hot-1,Chuanqiandian-hot-1,,,,auto-98,
expert-Chuanqiandian-hundred-1,Chuanqiandian-hundred-1,,,,expert-182,
auto-Chuanqiandian-hundred-1,Chuanqiandian-hundred-1,,,,auto-100,
expert-Chuanqiandian-iron-1,Chuanqiandian-iron-1,,Sinitic,,expert-101,
expert-Chuanqiandian-leaf-1,Chuanqiandian-leaf-1,,,,expert-103,
expert-Chuanqiandian-lightweight-1,Chuanqiandian-lightweight-1,,,,expert-203,
expert-Chuanqiandian-long-1,Chuanqiandian-long-1,,,,expert-205,
auto-Chuanqiandian-long-1,Chuanqiandian-long-1,,,,auto-107,
expert-Chuanqiandian-look-1,Chuanqiandian-look-1,,,,expert-208,
auto-Chuanqiandian-many-1,Chuanqiandian-many-1,,,,auto-114,
expert-Chuanqiandian-mother-1,Chuanqiandian-mother-1,,,,expert-226,
auto-Chuanqiandian-mother-1,Chuanqiandian-mother-1,,,,auto-123,
expert-Chuanqiandian-near-1,Chuanqiandian-near-1,,,,expert-234,
auto-Chuanqiandian-near-1,Chuanqiandian-near-1,,,,auto-131,
expert-Chuanqiandian-neck-1,Chuanqiandian-neck-1,,Sinitic,,expert-141,
expert-Chuanqiandian-new-1,Chuanqiandian-new-1,,Sinitic,,expert-143,
expert-Chuanqiandian-nine-1,Chuanqiandian-nine-1,,,,expert-144,
auto-Chuanqiandian-nine-1,Chuanqiandian-nine-1,,,,auto-135,
expert-Chuanqiandian-not-1,Chuanqiandian-not-1,,,,expert-240,
auto-Chuanqiandian-not-1,Chuanqiandian-not-1,,,,auto-140,
expert-Chuanqiandian-oldaged-1,Chuanqiandian-oldaged-1,,,,expert-242,
auto-Chuanqiandian-oldaged-1,Chuanqiandian-oldaged-1,,,,auto-143,
expert-Chuanqiandian-oldersister-1,Chuanqiandian-oldersister-1,,,,expert-247,
auto-Chuanqiandian-oldersister-1,Chuanqiandian-oldersister-1,,,,auto-146,
expert-Chuanqiandian-one-1,Chuanqiandian-one-1,,Sinitic,,expert-146,
expert-Chuanqiandian-open-1,Chuanqiandian-open-1,,Sinitic,,expert-249,
auto-Chuanqiandian-open-1,Chuanqiandian-open-1,,,,auto-148,
expert-Chuanqiandian-paddyfield-1,Chuanqiandian-paddyfield-1,,Sinitic 田 MC den OC lˤiŋ,,expert-154,
expert-Chuanqiandian-person-1,Chuanqiandian-person-1,,Sinitic 人 MC nyin,,expert-155,
expert-Chuanqiandian-pig-1,Chuanqiandian-pig-1,,,,expert-262,
auto-Chuanqiandian-pig-1,Chuanqiandian-pig-1,,,,auto-152,
auto-Chuanqiandian-plantsomething-1,Chuanqiandian-plantsomething-1,,,,auto-155,
expert-Chuanqiandian-pull-1,Chuanqiandian-pull-1,,,,expert-270,
auto-Chuanqiandian-pull-1,Chuanqiandian-pull-1,,,,auto-157,
expert-Chuanqiandian-push-1,Chuanqiandian-push-1,,,,expert-275,
auto-Chuanqiandian-push-1,Chuanqiandian-push-1,,,,auto-160,
expert-Chuanqiandian-river-1,Chuanqiandian-river-1,,,,expert-288,
auto-Chuanqiandian-river-1,Chuanqiandian-river-1,,,,auto-169,
auto-Chuanqiandian-round-1,Chuanqiandian-round-1,,,,auto-173,
expert-Chuanqiandian-salt-1,Chuanqiandian-salt-1,,,,expert-298,
auto-Chuanqiandian-salt-1,Chuanqiandian-salt-1,,,,auto-174,
expert-Chuanqiandian-sand-1,Chuanqiandian-sand-1,,,,expert-168,
auto-Chuanqiandian-sharp-1,Chuanqiandian-sharp-1,,,,auto-181,
expert-Chuanqiandian-shoot-1,Chuanqiandian-shoot-1,,,,expert-321,
auto-Chuanqiandian-shoot-1,Chuanqiandian-shoot-1,,,,auto-184,
expert-Chuanqiandian-shut-1,Chuanqiandian-shut-1,,,,expert-325,
auto-Chuanqiandian-shut-1,Chuanqiandian-shut-1,,,,auto-187,
expert-Chuanqiandian-slow-1,Chuanqiandian-slow-1,,Sinitic,,expert-333,
auto-Chuanqiandian-slow-1,Chuanqiandian-slow-1,,,,auto-193,
expert-Chuanqiandian-small-1,Chuanqiandian-small-1,,Sinitic,,expert-337,
expert-Chuanqiandian-smellperceive-1,Chuanqiandian-smellperceive-1,,Tai-Kadai,,expert-342,
auto-Chuanqiandian-smellperceive-1,Chuanqiandian-smellperceive-1,,,,auto-198,
expert-Chuanqiandian-spicy-1,Chuanqiandian-spicy-1,,,,expert-178,
expert-Chuanqiandian-stand-1,Chuanqiandian-stand-1,,,,expert-365,
auto-Chuanqiandian-stand-1,Chuanqiandian-stand-1,,,,auto-206,
auto-Chuanqiandian-straight-1,Chuanqiandian-straight-1,,,,auto-212,
expert-Chuanqiandian-sugar-1,Chuanqiandian-sugar-1,,,,expert-372,
auto-Chuanqiandian-sugar-1,Chuanqiandian-sugar-1,,,,auto-214,
expert-Chuanqiandian-swim-1,Chuanqiandian-swim-1,,,,expert-377,
auto-Chuanqiandian-swim-1,Chuanqiandian-swim-1,,,,auto-216,
expert-Chuanqiandian-tea-1,Chuanqiandian-tea-1,,Sinitic,,expert-188,
expert-Chuanqiandian-that-1,Chuanqiandian-that-1,,,,expert-379,
auto-Chuanqiandian-thick-1,Chuanqiandian-thick-1,,,,auto-221,
expert-Chuanqiandian-tongue-1,Chuanqiandian-tongue-1,,Sinitic,,expert-198,
expert-Chuanqiandian-tooth-1,Chuanqiandian-tooth-1,,Sinitic,,expert-200,
auto-Chuanqiandian-tooth-1,Chuanqiandian-tooth-1,,,,auto-228,
expert-Chuanqiandian-untie-1,Chuanqiandian-untie-1,,,,expert-405,
auto-Chuanqiandian-untie-1,Chuanqiandian-untie-1,,,,auto-233,
expert-Chuanqiandian-vomit-1,Chuanqiandian-vomit-1,,,,expert-201,
auto-Chuanqiandian-waitfor-1,Chuanqiandian-waitfor-1,,,,auto-239,
expert-Chuanqiandian-wife-1,Chuanqiandian-wife-1,,Sinitic,,expert-424,
auto-Chuanqiandian-wife-1,Chuanqiandian-wife-1,,,,auto-248,
auto-Dongnu-arrow-1,Dongnu-arrow-1,,,,auto-3,
expert-Dongnu-aubergine-1,Dongnu-aubergine-1,,,,expert-14,
auto-Dongnu-be-1,Dongnu-be-1,,,,auto-8,
expert-Dongnu-beanorpea-1,Dongnu-beanorpea-1,,,,expert-13,
auto-Dongnu-beanorpea-1,Dongnu-beanorpea-1,,,,auto-14,
expert-Dongnu-belly-1,Dongnu-belly-1,,,,expert-16,
auto-Dongnu-belly-1,Dongnu-belly-1,,,,auto-15,
expert-Dongnu-big-1,Dongnu-big-1,,,,expert-17,
auto-Dongnu-big-1,Dongnu-big-1,,,,auto-16,
expert-Dongnu-blowwithmouth-1,Dongnu-blowwithmouth-1,,,,expert-23,
expert-Dongnu-bow-1,Dongnu-bow-1,,,,expert-30,
auto-Dongnu-bow-1,Dongnu-bow-1,,,,auto-24,
expert-Dongnu-branch-1,Dongnu-branch-1,,Sinitic 枝 MC tsye OC ke,,expert-34,
expert-Dongnu-bright-1,Dongnu-bright-1,,,,expert-36,
expert-Dongnu-caprinegoatorsheep-1,Dongnu-caprinegoatorsheep-1,,,,expert-42,
expert-Dongnu-cat-1,Dongnu-cat-1,,,,expert-45,
expert-Dongnu-chicken-1,Dongnu-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-Dongnu-chicken-1,Dongnu-chicken-1,,,,auto-30,
expert-Dongnu-chopsticks-1,Dongnu-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
auto-Dongnu-cloud-1,Dongnu-cloud-1,,,,auto-33,
expert-Dongnu-cold-1,Dongnu-cold-1,,,,expert-61,
auto-Dongnu-cold-1,Dongnu-cold-1,,,,auto-36,
expert-Dongnu-come-1,Dongnu-come-1,,,,expert-63,
auto-Dongnu-come-1,Dongnu-come-1,,,,auto-39,
expert-Dongnu-correctright-1,Dongnu-correctright-1,,Sinitic 对,,expert-70,
auto-Dongnu-correctright-1,Dongnu-correctright-1,,,,auto-40,
expert-Dongnu-cry-1,Dongnu-cry-1,,,,expert-78,
auto-Dongnu-cry-1,Dongnu-cry-1,,,,auto-43,
expert-Dongnu-die-1,Dongnu-die-1,,,,expert-83,
auto-Dongnu-die-1,Dongnu-die-1,,,,auto-45,
expert-Dongnu-difficult-1,Dongnu-difficult-1,,,,expert-84,
auto-Dongnu-difficult-1,Dongnu-difficult-1,,,,auto-46,
expert-Dongnu-dog-1,Dongnu-dog-1,,Sinitic 狗 MC kuwX OC Cə.kˤroʔ,,expert-51,
expert-Dongnu-drink-1,Dongnu-drink-1,,,,expert-95,
auto-Dongnu-dry-1,Dongnu-dry-1,,,,auto-52,
expert-Dongnu-duck-1,Dongnu-duck-1,,,,expert-105,
auto-Dongnu-duck-1,Dongnu-duck-1,,,,auto-53,
expert-Dongnu-egg-1,Dongnu-egg-1,,,,expert-52,
auto-Dongnu-egg-1,Dongnu-egg-1,,,,auto-56,
auto-Dongnu-empty-1,Dongnu-empty-1,,,,auto-58,
expert-Dongnu-face-1,Dongnu-face-1,,Sinitic 面 MC mjuwk,,expert-55,
auto-Dongnu-face-1,Dongnu-face-1,,,,auto-60,
expert-Dongnu-faecesexcrement-1,Dongnu-faecesexcrement-1,,,,expert-116,
auto-Dongnu-faecesexcrement-1,Dongnu-faecesexcrement-1,,,,auto-62,
expert-Dongnu-fast-1,Dongnu-fast-1,,,,expert-122,
expert-Dongnu-father-1,Dongnu-father-1,,,,expert-126,
auto-Dongnu-father-1,Dongnu-father-1,,,,auto-67,
expert-Dongnu-fearbeafraid-1,Dongnu-fearbeafraid-1,,,,expert-130,
auto-Dongnu-fearbeafraid-1,Dongnu-fearbeafraid-1,,,,auto-70,
expert-Dongnu-few-1,Dongnu-few-1,,Sinitic 少 MC syewX,,expert-67,
expert-Dongnu-fire-1,Dongnu-fire-1,,,,expert-66,
expert-Dongnu-fish-1,Dongnu-fish-1,,,,expert-133,
auto-Dongnu-fish-1,Dongnu-fish-1,,,,auto-75,
expert-Dongnu-flat-1,Dongnu-flat-1,,Sinitic,,expert-135,
auto-Dongnu-flat-1,Dongnu-flat-1,,,,auto-78,
expert-Dongnu-flyinsect-1,Dongnu-flyinsect-1,,,,expert-73,
expert-Dongnu-friend-1,Dongnu-friend-1,,Mandarin,,expert-80,
expert-Dongnu-full-1,Dongnu-full-1,,,,expert-142,
expert-Dongnu-ginger-1,Dongnu-ginger-1,,Sinitic,,expert-97,
expert-Dongnu-give-1,Dongnu-give-1,,,,expert-147,
auto-Dongnu-give-1,Dongnu-give-1,,,,auto-86,
expert-Dongnu-goout-1,Dongnu-goout-1,,,,expert-151,
expert-Dongnu-guest-1,Dongnu-guest-1,,Sinitic,,expert-160,
expert-Dongnu-hat-1,Dongnu-hat-1,,Sinitic,,expert-164,
auto-Dongnu-hat-1,Dongnu-hat-1,,,,auto-93,
expert-Dongnu-hornanatomy-1,Dongnu-hornanatomy-1,,,,expert-177,
expert-Dongnu-hundred-1,Dongnu-hundred-1,,,,expert-182,
auto-Dongnu-hundred-1,Dongnu-hundred-1,,,,auto-100,
expert-Dongnu-iron-1,Dongnu-iron-1,,Sinitic,,expert-101,
expert-Dongnu-leaf-1,Dongnu-leaf-1,,,,expert-103,
expert-Dongnu-long-1,Dongnu-long-1,,,,expert-205,
auto-Dongnu-long-1,Dongnu-long-1,,,,auto-107,
auto-Dongnu-many-1,Dongnu-many-1,,,,auto-114,
expert-Dongnu-mother-1,Dongnu-mother-1,,,,expert-137,
expert-Dongnu-name-1,Dongnu-name-1,,名字 MC mjieng dziH,,expert-230,
auto-Dongnu-name-1,Dongnu-name-1,,,,auto-126,
expert-Dongnu-near-1,Dongnu-near-1,,,,expert-234,
auto-Dongnu-near-1,Dongnu-near-1,,,,auto-131,
expert-Dongnu-neck-1,Dongnu-neck-1,,Sinitic,,expert-141,
auto-Dongnu-needleforsewing-1,Dongnu-needleforsewing-1,,,,auto-132,
expert-Dongnu-new-1,Dongnu-new-1,,Sinitic,,expert-143,
expert-Dongnu-nine-1,Dongnu-nine-1,,,,expert-144,
auto-Dongnu-nine-1,Dongnu-nine-1,,,,auto-135,
expert-Dongnu-nose-1,Dongnu-nose-1,,Sinitic,,expert-145,
expert-Dongnu-not-1,Dongnu-not-1,,,,expert-239,
auto-Dongnu-not-1,Dongnu-not-1,,,,auto-138,
expert-Dongnu-oldaged-1,Dongnu-oldaged-1,,,,expert-242,
auto-Dongnu-oldaged-1,Dongnu-oldaged-1,,,,auto-143,
expert-Dongnu-one-1,Dongnu-one-1,,Sinitic,,expert-146,
expert-Dongnu-open-1,Dongnu-open-1,,,,expert-250,
auto-Dongnu-open-1,Dongnu-open-1,,,,auto-149,
expert-Dongnu-person-1,Dongnu-person-1,,Sinitic 人 MC nyin,,expert-155,
expert-Dongnu-pig-1,Dongnu-pig-1,,,,expert-262,
auto-Dongnu-pig-1,Dongnu-pig-1,,,,auto-152,
auto-Dongnu-plantsomething-1,Dongnu-plantsomething-1,,,,auto-155,
auto-Dongnu-push-1,Dongnu-push-1,,,,auto-160,
expert-Dongnu-quilt-1,Dongnu-quilt-1,,,,expert-159,
expert-Dongnu-rainbow-1,Dongnu-rainbow-1,,Sinitic,,expert-162,
expert-Dongnu-salt-1,Dongnu-salt-1,,,,expert-298,
auto-Dongnu-salt-1,Dongnu-salt-1,,,,auto-174,
expert-Dongnu-sand-1,Dongnu-sand-1,,,,expert-168,
expert-Dongnu-scratch-1,Dongnu-scratch-1,,,,expert-306,
expert-Dongnu-shoe-1,Dongnu-shoe-1,,Sinitic,,expert-319,
auto-Dongnu-shoe-1,Dongnu-shoe-1,,,,auto-183,
expert-Dongnu-shoot-1,Dongnu-shoot-1,,,,expert-321,
auto-Dongnu-shoot-1,Dongnu-shoot-1,,,,auto-184,
expert-Dongnu-sick-1,Dongnu-sick-1,,Sinitic,,expert-326,
auto-Dongnu-sick-1,Dongnu-sick-1,,,,auto-188,
expert-Dongnu-slow-1,Dongnu-slow-1,,Sinitic,,expert-333,
auto-Dongnu-slow-1,Dongnu-slow-1,,,,auto-193,
expert-Dongnu-smellperceive-1,Dongnu-smellperceive-1,,Sinitic,,expert-341,
expert-Dongnu-sour-1,Dongnu-sour-1,,Sinitic,,expert-176,
expert-Dongnu-stand-1,Dongnu-stand-1,,,,expert-365,
auto-Dongnu-stand-1,Dongnu-stand-1,,,,auto-206,
auto-Dongnu-straight-1,Dongnu-straight-1,,,,auto-212,
expert-Dongnu-sugar-1,Dongnu-sugar-1,,,,expert-372,
auto-Dongnu-sugar-1,Dongnu-sugar-1,,,,auto-214,
expert-Dongnu-swim-1,Dongnu-swim-1,,Sinitic,,expert-185,
expert-Dongnu-that-1,Dongnu-that-1,,,,expert-379,
auto-Dongnu-thick-1,Dongnu-thick-1,,,,auto-221,
expert-Dongnu-tongue-1,Dongnu-tongue-1,,Sinitic,,expert-198,
expert-Dongnu-untie-1,Dongnu-untie-1,,,,expert-405,
auto-Dongnu-untie-1,Dongnu-untie-1,,,,auto-233,
expert-Dongnu-vomit-1,Dongnu-vomit-1,,,,expert-201,
expert-Dongnu-waitfor-1,Dongnu-waitfor-1,,Sinitic,,expert-413,
auto-Dongnu-waitfor-1,Dongnu-waitfor-1,,,,auto-240,
auto-Dongnu-walk-1,Dongnu-walk-1,,,,auto-241,
auto-Dongnu-wet-1,Dongnu-wet-1,,,,auto-245,
auto-EasternBahen-and-1,EasternBahen-and-1,,,,auto-2,
expert-EasternBahen-be-1,EasternBahen-be-1,,,,expert-8,
auto-EasternBahen-be-1,EasternBahen-be-1,,,,auto-10,
expert-EasternBahen-bealive-1,EasternBahen-bealive-1,,Sinitic,,expert-10,
expert-EasternBahen-beanorpea-1,EasternBahen-beanorpea-1,,,,expert-13,
auto-EasternBahen-beanorpea-1,EasternBahen-beanorpea-1,,,,auto-14,
expert-EasternBahen-big-1,EasternBahen-big-1,,,,expert-17,
auto-EasternBahen-big-1,EasternBahen-big-1,,,,auto-16,
expert-EasternBahen-blowwithmouth-1,EasternBahen-blowwithmouth-1,,,,expert-23,
expert-EasternBahen-body-1,EasternBahen-body-1,,,,expert-25,
expert-EasternBahen-bow-1,EasternBahen-bow-1,,,,expert-29,
auto-EasternBahen-bow-1,EasternBahen-bow-1,,,,auto-26,
expert-EasternBahen-branch-1,EasternBahen-branch-1,,Sinitic 枝 MC tsye OC ke,,expert-34,
expert-EasternBahen-butterfly-1,EasternBahen-butterfly-1,,,,expert-38,
expert-EasternBahen-caprinegoatorsheep-1,EasternBahen-caprinegoatorsheep-1,,,,expert-42,
expert-EasternBahen-chicken-1,EasternBahen-chicken-1,,Sinitic 雞 kej,,expert-49,
auto-EasternBahen-chicken-1,EasternBahen-chicken-1,,,,auto-30,
expert-EasternBahen-chopsticks-1,EasternBahen-chopsticks-1,,Sinitic 箸 MC drjoH,,expert-40,
expert-EasternBahen-clean-1,EasternBahen-clean-1,,Sinitic,,expert-44,
auto-EasternBahen-cloud-1,EasternBahen-cloud-1,,,,auto-33,
expert-EasternBahen-cold-1,EasternBahen-cold-1,,Sinitic 冷 MC leŋ,,expert-59,
expert-EasternBahen-come-1,EasternBahen-come-1,,,,expert-64,
auto-EasternBahen-come-1,EasternBahen-come-1,,,,auto-38,
expert-EasternBahen-correctright-1,EasternBahen-correctright-1,,Sinitic 对,,expert-70,
auto-EasternBahen-correctright-1,EasternBahen-correctright-1,,,,auto-40,
expert-EasternBahen-cotton-1,EasternBahen-cotton-1,,,,expert-50,
expert-EasternBahen-cry-1,EasternBahen-cry-1,,,,expert-78,
auto-EasternBahen-cry-1,EasternBahen-cry-1,,,,auto-43,
expert-EasternBahen-die-1,EasternBahen-die-1,,,,expert-83,
auto-EasternBahen-die-1,EasternBahen-die-1,,,,auto-45,
expert-EasternBahen-do-1,EasternBahen-do-1,,,,expert-93,
auto-EasternBahen-do-1,EasternBahen-do-1,,,,auto-51,
expert-EasternBahen-drink-1,EasternBahen-drink-1,,,,expert-95,
auto-EasternBahen-dry-1,EasternBahen-dry-1,,,,auto-52,
expert-EasternBahen-duck-1,EasternBahen-duck-1,,,,expert-105,
auto-EasternBahen-duck-1,EasternBahen-duck-1,,,,auto-53,
expert-EasternBahen-early-1,EasternBahen-early-1,,,,expert-107,
auto-EasternBahen-egg-1,EasternBahen-egg-1,,,,auto-56,
auto-EasternBahen-empty-1,EasternBahen-empty-1,,,,auto-58,
expert-EasternBahen-eye-1,EasternBahen-eye-1,,Sinitic 目 MC mjuwk,,expert-53,
expert-EasternBahen-face-1,EasternBahen-face-1,,Sinitic 面 MC mjuwk,,expert-55,
auto-EasternBahen-face-1,EasternBahen-face-1,,,,auto-60,
expert-EasternBahen-faecesexcrement-1,EasternBahen-faecesexcrement-1,,,,expert-116,
auto-EasternBahen-faecesexcrement-1,EasternBahen-faecesexcrement-1,,,,auto-62,
expert-EasternBahen-fatobese-1,EasternBahen-fatobese-1,,Sinitic 壯 MC tsrjangH,,expert-124,
expert-EasternBahen-father-1,EasternBahen-father-1,,,,expert-126,
auto-EasternBahen-father-1,EasternBahen-father-1,,,,auto-67,
expert-EasternBahen-fearbeafraid-1,EasternBahen-fearbeafraid-1,,,,expert-129,
auto-EasternBahen-fearbeafraid-1,EasternBahen-fearbeafraid-1,,,,auto-73,
expert-EasternBahen-fire-1,EasternBahen-fire-1,,,,expert-66,
expert-EasternBahen-fish-1,EasternBahen-fish-1,,,,expert-133,
auto-EasternBahen-fish-1,EasternBahen-fish-1,,,,auto-75,
expert-EasternBahen-flat-1,EasternBahen-flat-1,,Sinitic,,expert-135,
auto-EasternBahen-flat-1,EasternBahen-flat-1,,,,auto-78,
expert-EasternBahen-flyinsect-1,EasternBahen-flyinsect-1,,,,expert-73,
expert-EasternBahen-friend-1,EasternBahen-friend-1,,Mandarin,,expert-80,
expert-EasternBahen-full-1,EasternBahen-full-1,,,,expert-142,
expert-EasternBahen-green-1,EasternBahen-green-1,,Sinitic,,expert-158,
expert-EasternBahen-hat-1,EasternBahen-hat-1,,Sinitic,,expert-164,
auto-EasternBahen-hat-1,EasternBahen-hat-1,,,,auto-93,
expert-EasternBahen-hornanatomy-1,EasternBahen-hornanatomy-1,,,,expert-177,
expert-EasternBahen-hot-1,EasternBahen-hot-1,,Sinitic,,expert-180,
auto-EasternBahen-hot-1,EasternBahen-hot-1,,,,auto-98,
expert-EasternBahen-hundred-1,EasternBahen-hundred-1,,,,expert-182,
auto-EasternBahen-hundred-1,EasternBahen-hundred-1,,,,auto-100,
expert-EasternBahen-iron-1,EasternBahen-iron-1,,Sinitic,,expert-101,
auto-EasternBahen-lightweight-1,EasternBahen-lightweight-1,,,,auto-106,
expert-EasternBahen-long-1,EasternBahen-long-1,,,,expert-205,
auto-EasternBahen-long-1,EasternBahen-long-1,,,,auto-107,
expert-EasternBahen-look-1,EasternBahen-look-1,,,,expert-206,
auto-EasternBahen-look-1,EasternBahen-look-1,,,,auto-109,
expert-EasternBahen-many-1,EasternBahen-many-1,,,,expert-216,
auto-EasternBahen-many-1,EasternBahen-many-1,,,,auto-116,
expert-EasternBahen-mother-1,EasternBahen-mother-1,,,,expert-137,
expert-EasternBahen-name-1,EasternBahen-name-1,,名字 MC mjieng dziH,,expert-230,
auto-EasternBahen-name-1,EasternBahen-name-1,,,,auto-126,
expert-EasternBahen-near-1,EasternBahen-near-1,,,,expert-234,
auto-EasternBahen-near-1,EasternBahen-near-1,,,,auto-131,
expert-EasternBahen-neck-1,EasternBahen-neck-1,,Sinitic,,expert-141,
expert-EasternBahen-new-1,EasternBahen-new-1,,Sinitic,,expert-143,
expert-EasternBahen-nine-1,EasternBahen-nine-1,,,,expert-144,
auto-EasternBahen-nine-1,EasternBahen-nine-1,,,,auto-135,
expert-EasternBahen-nose-1,EasternBahen-nose-1,,Sinitic,,expert-145,
expert-EasternBahen-not-1,EasternBahen-not-1,,,,expert-241,
auto-EasternBahen-not-1,EasternBahen-not-1,,,,auto-141,
expert-EasternBahen-oldaged-1,EasternBahen-oldaged-1,,,,expert-243,
auto-EasternBahen-oldaged-1,EasternBahen-oldaged-1,,,,auto-142,
