ID,Target_Form_ID,Source_Form_ID,Comment,Source,Xenolog_Cluster_ID,Borrowing_Detection_Method
auto-Changsha-cry-1,Changsha-cry-1,,,,auto-43,
expert-Changsha-deep-1,Changsha-deep-1,,,,expert-82,
expert-Changsha-difficult-1,Changsha-difficult-1,,,,expert-84,
auto-Changsha-difficult-1,Changsha-difficult-1,,,,auto-46,
expert-Changsha-dirty-1,Changsha-dirty-1,,,,expert-89,
expert-Changsha-dry-1,Changsha-dry-1,,,,expert-102,
auto-Changsha-dry-1,Changsha-dry-1,,,,auto-52,
expert-Changsha-early-1,Changsha-early-1,,,,expert-107,
auto-Changsha-early-1,Changsha-early-1,,,,auto-54,
expert-Changsha-eat-1,Changsha-eat-1,,,,expert-109,
auto-Changsha-eat-1,Changsha-eat-1,,,,auto-55,
auto-Changsha-empty-1,Changsha-empty-1,,,,auto-58,
expert-Changsha-fast-1,Changsha-fast-1,,,,expert-120,
auto-Changsha-fast-1,Changsha-fast-1,,,,auto-65,
expert-Changsha-fast-2,Changsha-fast-2,,,,expert-121,
expert-Changsha-father-1,Changsha-father-1,,,,expert-62,
expert-Changsha-father-2,Changsha-father-2,,,,expert-125,
auto-Changsha-father-2,Changsha-father-2,,,,auto-69,
expert-Changsha-fearbeafraid-1,Changsha-fearbeafraid-1,,,,expert-127,
auto-Changsha-fearbeafraid-1,Changsha-fearbeafraid-1,,,,auto-71,
auto-Changsha-firewood-1,Changsha-firewood-1,,,,auto-74,
expert-Changsha-flat-1,Changsha-flat-1,,,,expert-135,
auto-Changsha-flat-1,Changsha-flat-1,,,,auto-78,
expert-Changsha-flyinsect-1,Changsha-flyinsect-1,,Hmong-Mien,,expert-73,
expert-Changsha-flyinsect-2,Changsha-flyinsect-2,,Hmong-Mien,,expert-73,
expert-Changsha-forget-1,Changsha-forget-1,,,,expert-75,
expert-Changsha-frog-1,Changsha-frog-1,,?Tai-Kadai,,expert-140,
expert-Changsha-fruit-1,Changsha-fruit-1,,,,expert-81,
expert-Changsha-garlic-1,Changsha-garlic-1,,,,expert-85,
expert-Changsha-hat-1,Changsha-hat-1,,,,expert-164,
auto-Changsha-hat-1,Changsha-hat-1,,,,auto-93,
auto-Changsha-high-1,Changsha-high-1,,,,auto-96,
expert-Changsha-inhale-1,Changsha-inhale-1,,,,expert-184,
auto-Changsha-inhale-1,Changsha-inhale-1,,,,auto-102,
expert-Changsha-iron-1,Changsha-iron-1,,,,expert-101,
expert-Changsha-knowsomething-1,Changsha-knowsomething-1,,,,expert-210,
expert-Changsha-lightweight-1,Changsha-lightweight-1,,,,expert-111,
expert-Changsha-mat-1,Changsha-mat-1,,,,expert-218,
auto-Changsha-mat-1,Changsha-mat-1,,,,auto-117,
expert-Changsha-monkey-1,Changsha-monkey-1,,,,expert-118,
expert-Changsha-moon-1,Changsha-moon-1,,,,expert-134,
expert-Changsha-mouth-1,Changsha-mouth-1,,,,expert-136,
expert-Changsha-mud-1,Changsha-mud-1,,,,expert-229,
auto-Changsha-mud-1,Changsha-mud-1,,,,auto-125,
expert-Changsha-neck-1,Changsha-neck-1,,,,expert-141,
expert-Changsha-needleforsewing-1,Changsha-needleforsewing-1,,,,expert-236,
expert-Changsha-nose-1,Changsha-nose-1,,,,expert-145,
expert-Changsha-not-1,Changsha-not-1,,,,expert-238,
auto-Changsha-not-1,Changsha-not-1,,,,auto-139,
expert-Changsha-oldaged-1,Changsha-oldaged-1,,,,expert-242,
auto-Changsha-oldaged-1,Changsha-oldaged-1,,,,auto-143,
expert-Changsha-olderbrother-1,Changsha-olderbrother-1,,,,expert-245,
expert-Changsha-oldersister-1,Changsha-oldersister-1,,,,expert-246,
expert-Changsha-open-1,Changsha-open-1,,,,expert-249,
auto-Changsha-open-1,Changsha-open-1,,,,auto-148,
expert-Changsha-pillow-1,Changsha-pillow-1,,,,expert-157,
expert-Changsha-push-1,Changsha-push-1,,,,expert-275,
auto-Changsha-push-1,Changsha-push-1,,,,auto-160,
auto-Changsha-push-2,Changsha-push-2,,,,auto-159,
expert-Changsha-quilt-1,Changsha-quilt-1,,,,expert-159,
expert-Changsha-rainbow-1,Changsha-rainbow-1,,,,expert-162,
expert-Changsha-rice-1,Changsha-rice-1,,,,expert-284,
auto-Changsha-rice-1,Changsha-rice-1,,,,auto-168,
expert-Changsha-round-1,Changsha-round-1,,,,expert-293,
expert-Changsha-salty-1,Changsha-salty-1,,,,expert-299,
expert-Changsha-scratch-1,Changsha-scratch-1,,,,expert-305,
expert-Changsha-shoe-1,Changsha-shoe-1,,,,expert-319,
expert-Changsha-shut-1,Changsha-shut-1,,,,expert-324,
auto-Changsha-shut-1,Changsha-shut-1,,,,auto-186,
expert-Changsha-small-1,Changsha-small-1,,,,expert-336,
expert-Changsha-small-2,Changsha-small-2,,,,expert-337,
expert-Changsha-smellperceive-1,Changsha-smellperceive-1,,,,expert-341,
expert-Changsha-soft-1,Changsha-soft-1,,,,expert-344,
auto-Changsha-soft-1,Changsha-soft-1,,,,auto-199,
expert-Changsha-soninlaw-1,Changsha-soninlaw-1,,,,expert-173,
expert-Changsha-soninlaw-2,Changsha-soninlaw-2,,,,expert-174,
auto-Changsha-soninlaw-2,Changsha-soninlaw-2,,,,auto-203,
expert-Changsha-star-1,Changsha-star-1,,,,expert-179,
auto-Changsha-straight-1,Changsha-straight-1,,,,auto-213,
expert-Changsha-swim-1,Changsha-swim-1,,,,expert-185,
expert-Changsha-tea-1,Changsha-tea-1,,,,expert-188,
auto-Changsha-tea-1,Changsha-tea-1,,,,auto-218,
expert-Changsha-that-1,Changsha-that-1,,,,expert-190,
expert-Changsha-thick-1,Changsha-thick-1,,,,expert-191,
expert-Changsha-thinslim-1,Changsha-thinslim-1,,,,expert-383,
auto-Changsha-thinslim-1,Changsha-thinslim-1,,,,auto-223,
auto-Changsha-thou-1,Changsha-thou-1,,,,auto-225,
expert-Changsha-tiger-1,Changsha-tiger-1,,,,expert-193,
expert-Changsha-tired-1,Changsha-tired-1,,,,expert-196,
expert-Changsha-tomorrow-1,Changsha-tomorrow-1,,,,expert-197,
expert-Changsha-tongue-1,Changsha-tongue-1,,,,expert-198,
expert-Changsha-untie-1,Changsha-untie-1,,,,expert-404,
auto-Changsha-untie-1,Changsha-untie-1,,,,auto-232,
expert-Changsha-walk-1,Changsha-walk-1,,,,expert-414,
auto-Changsha-walk-1,Changsha-walk-1,,,,auto-241,
auto-Changsha-wear-1,Changsha-wear-1,,,,auto-243,
auto-Changsha-wet-1,Changsha-wet-1,,,,auto-245,
expert-Changsha-what-1,Changsha-what-1,,,,expert-202,
expert-Changsha-wind-1,Changsha-wind-1,,,,expert-207,
auto-Changsha-wing-1,Changsha-wing-1,,,,auto-250,
expert-Chengdu-and-1,Chengdu-and-1,,,,expert-1,
expert-Chengdu-ant-1,Chengdu-ant-1,,,,expert-5,
expert-Chengdu-aubergine-1,Chengdu-aubergine-1,,,,expert-15,
auto-Chengdu-aubergine-1,Chengdu-aubergine-1,,,,auto-5,
expert-Chengdu-bad-1,Chengdu-bad-1,,,,expert-6,
expert-Chengdu-bamboo-1,Chengdu-bamboo-1,,,,expert-21,
expert-Chengdu-be-1,Chengdu-be-1,,,,expert-8,
auto-Chengdu-be-1,Chengdu-be-1,,,,auto-10,
expert-Chengdu-bealive-1,Chengdu-bealive-1,,,,expert-10,
auto-Chengdu-bealive-1,Chengdu-bealive-1,,,,auto-11,
expert-Chengdu-behungry-1,Chengdu-behungry-1,,,,expert-12,
auto-Chengdu-behungry-1,Chengdu-behungry-1,,,,auto-13,
expert-Chengdu-bite-1,Chengdu-bite-1,,,,expert-18,
auto-Chengdu-bite-1,Chengdu-bite-1,,,,auto-17,
auto-Chengdu-black-1,Chengdu-black-1,,,,auto-19,
expert-Chengdu-blowwithmouth-1,Chengdu-blowwithmouth-1,,,,expert-22,
auto-Chengdu-boat-1,Chengdu-boat-1,,,,auto-22,
expert-Chengdu-bright-1,Chengdu-bright-1,,,,expert-36,
expert-Chengdu-caprinegoatorsheep-1,Chengdu-caprinegoatorsheep-1,,,,expert-42,
auto-Chengdu-caprinegoatorsheep-1,Chengdu-caprinegoatorsheep-1,,,,auto-28,
expert-Chengdu-cat-1,Chengdu-cat-1,,,,expert-45,
auto-Chengdu-cat-1,Chengdu-cat-1,,,,auto-29,
expert-Chengdu-claw-1,Chengdu-claw-1,,,,expert-41,
expert-Chengdu-clean-1,Chengdu-clean-1,,,,expert-44,
expert-Chengdu-cold-1,Chengdu-cold-1,,,,expert-59,
auto-Chengdu-cold-1,Chengdu-cold-1,,,,auto-35,
expert-Chengdu-cotton-1,Chengdu-cotton-1,,,,expert-50,
expert-Chengdu-cry-1,Chengdu-cry-1,,,,expert-78,
auto-Chengdu-cry-1,Chengdu-cry-1,,,,auto-43,
expert-Chengdu-deep-1,Chengdu-deep-1,,,,expert-82,
expert-Chengdu-difficult-1,Chengdu-difficult-1,,,,expert-84,
auto-Chengdu-difficult-1,Chengdu-difficult-1,,,,auto-46,
expert-Chengdu-dirty-1,Chengdu-dirty-1,,,,expert-90,
expert-Chengdu-dry-1,Chengdu-dry-1,,,,expert-102,
auto-Chengdu-dry-1,Chengdu-dry-1,,,,auto-52,
expert-Chengdu-duck-1,Chengdu-duck-1,,,,expert-105,
expert-Chengdu-early-1,Chengdu-early-1,,,,expert-107,
auto-Chengdu-early-1,Chengdu-early-1,,,,auto-54,
expert-Chengdu-eat-1,Chengdu-eat-1,,,,expert-109,
auto-Chengdu-empty-1,Chengdu-empty-1,,,,auto-58,
expert-Chengdu-fast-1,Chengdu-fast-1,,,,expert-121,
expert-Chengdu-father-1,Chengdu-father-1,,,,expert-126,
expert-Chengdu-fearbeafraid-1,Chengdu-fearbeafraid-1,,,,expert-127,
auto-Chengdu-fearbeafraid-1,Chengdu-fearbeafraid-1,,,,auto-71,
auto-Chengdu-firewood-1,Chengdu-firewood-1,,,,auto-74,
expert-Chengdu-flat-1,Chengdu-flat-1,,,,expert-135,
auto-Chengdu-flat-1,Chengdu-flat-1,,,,auto-78,
expert-Chengdu-forget-1,Chengdu-forget-1,,,,expert-75,
expert-Chengdu-fruit-1,Chengdu-fruit-1,,,,expert-81,
expert-Chengdu-garlic-1,Chengdu-garlic-1,,,,expert-85,
expert-Chengdu-hat-1,Chengdu-hat-1,,,,expert-164,
auto-Chengdu-hat-1,Chengdu-hat-1,,,,auto-93,
auto-Chengdu-high-1,Chengdu-high-1,,,,auto-96,
auto-Chengdu-inhale-1,Chengdu-inhale-1,,,,auto-102,
expert-Chengdu-iron-1,Chengdu-iron-1,,,,expert-101,
expert-Chengdu-knowsomething-1,Chengdu-knowsomething-1,,,,expert-210,
expert-Chengdu-lightweight-1,Chengdu-lightweight-1,,,,expert-111,
expert-Chengdu-mat-1,Chengdu-mat-1,,,,expert-218,
auto-Chengdu-mat-1,Chengdu-mat-1,,,,auto-117,
expert-Chengdu-monkey-1,Chengdu-monkey-1,,,,expert-118,
expert-Chengdu-moon-1,Chengdu-moon-1,,,,expert-134,
expert-Chengdu-mouth-1,Chengdu-mouth-1,,,,expert-136,
expert-Chengdu-mud-1,Chengdu-mud-1,,,,expert-229,
auto-Chengdu-mud-1,Chengdu-mud-1,,,,auto-125,
expert-Chengdu-neck-1,Chengdu-neck-1,,,,expert-141,
expert-Chengdu-needleforsewing-1,Chengdu-needleforsewing-1,,,,expert-236,
expert-Chengdu-nose-1,Chengdu-nose-1,,,,expert-145,
expert-Chengdu-not-1,Chengdu-not-1,,,,expert-238,
auto-Chengdu-not-1,Chengdu-not-1,,,,auto-139,
expert-Chengdu-oldaged-1,Chengdu-oldaged-1,,,,expert-242,
auto-Chengdu-oldaged-1,Chengdu-oldaged-1,,,,auto-143,
expert-Chengdu-olderbrother-1,Chengdu-olderbrother-1,,,,expert-245,
expert-Chengdu-oldersister-1,Chengdu-oldersister-1,,,,expert-246,
expert-Chengdu-open-1,Chengdu-open-1,,,,expert-249,
auto-Chengdu-open-1,Chengdu-open-1,,,,auto-148,
expert-Chengdu-pillow-1,Chengdu-pillow-1,,,,expert-157,
expert-Chengdu-pull-1,Chengdu-pull-1,,,,expert-270,
auto-Chengdu-pull-1,Chengdu-pull-1,,,,auto-157,
expert-Chengdu-push-1,Chengdu-push-1,,,,expert-275,
expert-Chengdu-quilt-1,Chengdu-quilt-1,,,,expert-159,
expert-Chengdu-rainbow-1,Chengdu-rainbow-1,,,,expert-162,
expert-Chengdu-rice-1,Chengdu-rice-1,,,,expert-284,
auto-Chengdu-rice-1,Chengdu-rice-1,,,,auto-168,
expert-Chengdu-rope-2,Chengdu-rope-2,,,,expert-291,
expert-Chengdu-round-1,Chengdu-round-1,,,,expert-293,
auto-Chengdu-round-1,Chengdu-round-1,,,,auto-172,
expert-Chengdu-salty-1,Chengdu-salty-1,,,,expert-299,
expert-Chengdu-scratch-1,Chengdu-scratch-1,,,,expert-306,
expert-Chengdu-shoe-1,Chengdu-shoe-1,,,,expert-319,
auto-Chengdu-short-1,Chengdu-short-1,,,,auto-185,
expert-Chengdu-shut-1,Chengdu-shut-1,,,,expert-324,
auto-Chengdu-shut-1,Chengdu-shut-1,,,,auto-186,
expert-Chengdu-small-1,Chengdu-small-1,,,,expert-337,
expert-Chengdu-smellperceive-1,Chengdu-smellperceive-1,,,,expert-341,
expert-Chengdu-soft-1,Chengdu-soft-1,,,,expert-344,
expert-Chengdu-soft-2,Chengdu-soft-2,,Hmong-Mien,,expert-345,
auto-Chengdu-soft-2,Chengdu-soft-2,,,,auto-201,
expert-Chengdu-soninlaw-1,Chengdu-soninlaw-1,,,,expert-175,
expert-Chengdu-star-1,Chengdu-star-1,,,,expert-179,
auto-Chengdu-straight-1,Chengdu-straight-1,,,,auto-213,
auto-Chengdu-straight-2,Chengdu-straight-2,,,,auto-212,
expert-Chengdu-tea-1,Chengdu-tea-1,,,,expert-188,
auto-Chengdu-tea-1,Chengdu-tea-1,,,,auto-218,
expert-Chengdu-that-1,Chengdu-that-1,,,,expert-190,
expert-Chengdu-thick-1,Chengdu-thick-1,,,,expert-191,
expert-Chengdu-thinslim-1,Chengdu-thinslim-1,,,,expert-383,
auto-Chengdu-thinslim-1,Chengdu-thinslim-1,,,,auto-223,
auto-Chengdu-thou-1,Chengdu-thou-1,,,,auto-225,
expert-Chengdu-tiger-1,Chengdu-tiger-1,,,,expert-193,
expert-Chengdu-tired-1,Chengdu-tired-1,,,,expert-196,
expert-Chengdu-tomorrow-1,Chengdu-tomorrow-1,,,,expert-197,
expert-Chengdu-tongue-1,Chengdu-tongue-1,,,,expert-198,
expert-Chengdu-untie-1,Chengdu-untie-1,,,,expert-404,
auto-Chengdu-untie-1,Chengdu-untie-1,,,,auto-232,
expert-Chengdu-walk-1,Chengdu-walk-1,,,,expert-414,
auto-Chengdu-walk-1,Chengdu-walk-1,,,,auto-241,
auto-Chengdu-wear-1,Chengdu-wear-1,,,,auto-243,
auto-Chengdu-wet-1,Chengdu-wet-1,,,,auto-245,
expert-Chengdu-wife-1,Chengdu-wife-1,,,,expert-424,
expert-Chengdu-wind-1,Chengdu-wind-1,,,,expert-207,
auto-Chengdu-wing-1,Chengdu-wing-1,,,,auto-250,
auto-Guangzhou-and-1,Guangzhou-and-1,,,,auto-1,
expert-Guangzhou-ant-1,Guangzhou-ant-1,,,,expert-5,
expert-Guangzhou-aubergine-1,Guangzhou-aubergine-1,,,,expert-2,
expert-Guangzhou-bad-1,Guangzhou-bad-1,,,,expert-6,
auto-Guangzhou-bad-1,Guangzhou-bad-1,,,,auto-6,
expert-Guangzhou-bamboo-1,Guangzhou-bamboo-1,,,,expert-21,
expert-Guangzhou-be-1,Guangzhou-be-1,,,,expert-8,
expert-Guangzhou-bealive-1,Guangzhou-bealive-1,,,,expert-11,
auto-Guangzhou-bealive-1,Guangzhou-bealive-1,,,,auto-12,
expert-Guangzhou-behungry-1,Guangzhou-behungry-1,,,,expert-12,
auto-Guangzhou-behungry-1,Guangzhou-behungry-1,,,,auto-13,
expert-Guangzhou-bite-1,Guangzhou-bite-1,,,,expert-18,
auto-Guangzhou-bite-1,Guangzhou-bite-1,,,,auto-17,
expert-Guangzhou-blowwithmouth-1,Guangzhou-blowwithmouth-1,,,,expert-22,
auto-Guangzhou-blowwithmouth-1,Guangzhou-blowwithmouth-1,,,,auto-20,
expert-Guangzhou-bright-1,Guangzhou-bright-1,,,,expert-35,
auto-Guangzhou-bright-1,Guangzhou-bright-1,,,,auto-27,
expert-Guangzhou-caprinegoatorsheep-1,Guangzhou-caprinegoatorsheep-1,,,,expert-42,
auto-Guangzhou-caprinegoatorsheep-1,Guangzhou-caprinegoatorsheep-1,,,,auto-28,
expert-Guangzhou-cat-1,Guangzhou-cat-1,,,,expert-45,
auto-Guangzhou-cat-1,Guangzhou-cat-1,,,,auto-29,
expert-Guangzhou-claw-1,Guangzhou-claw-1,,,,expert-41,
expert-Guangzhou-clean-1,Guangzhou-clean-1,,,,expert-44,
expert-Guangzhou-cold-1,Guangzhou-cold-1,,,,expert-59,
auto-Guangzhou-cold-1,Guangzhou-cold-1,,,,auto-35,
expert-Guangzhou-cold-2,Guangzhou-cold-2,,,,expert-60,
expert-Guangzhou-cotton-1,Guangzhou-cotton-1,,,,expert-50,
expert-Guangzhou-cry-1,Guangzhou-cry-1,,,,expert-78,
expert-Guangzhou-deep-1,Guangzhou-deep-1,,,,expert-82,
expert-Guangzhou-difficult-1,Guangzhou-difficult-1,,,,expert-84,
auto-Guangzhou-difficult-1,Guangzhou-difficult-1,,,,auto-46,
expert-Guangzhou-dirty-1,Guangzhou-dirty-1,,,,expert-90,
expert-Guangzhou-dirty-2,Guangzhou-dirty-2,,,,expert-89,
expert-Guangzhou-drink-1,Guangzhou-drink-1,,,,expert-94,
expert-Guangzhou-dry-1,Guangzhou-dry-1,,,,expert-102,
auto-Guangzhou-dry-1,Guangzhou-dry-1,,,,auto-52,
expert-Guangzhou-duck-1,Guangzhou-duck-1,,,,expert-105,
expert-Guangzhou-ear-1,Guangzhou-ear-1,,,,expert-106,
expert-Guangzhou-early-1,Guangzhou-early-1,,,,expert-107,
auto-Guangzhou-early-1,Guangzhou-early-1,,,,auto-54,
expert-Guangzhou-empty-1,Guangzhou-empty-1,,,,expert-113,
auto-Guangzhou-empty-1,Guangzhou-empty-1,,,,auto-58,
expert-Guangzhou-fast-1,Guangzhou-fast-1,,,,expert-121,
expert-Guangzhou-fatobese-1,Guangzhou-fatobese-1,,,,expert-123,
expert-Guangzhou-father-1,Guangzhou-father-1,,,,expert-126,
expert-Guangzhou-fearbeafraid-1,Guangzhou-fearbeafraid-1,,,,expert-127,
auto-Guangzhou-fearbeafraid-1,Guangzhou-fearbeafraid-1,,,,auto-71,
auto-Guangzhou-firewood-1,Guangzhou-firewood-1,,,,auto-74,
expert-Guangzhou-flat-1,Guangzhou-flat-1,,,,expert-135,
auto-Guangzhou-flat-1,Guangzhou-flat-1,,,,auto-78,
expert-Guangzhou-fruit-1,Guangzhou-fruit-1,,,,expert-81,
expert-Guangzhou-garlic-1,Guangzhou-garlic-1,,,,expert-85,
expert-Guangzhou-hat-1,Guangzhou-hat-1,,,,expert-164,
auto-Guangzhou-hat-1,Guangzhou-hat-1,,,,auto-93,
auto-Guangzhou-high-1,Guangzhou-high-1,,,,auto-96,
expert-Guangzhou-iron-1,Guangzhou-iron-1,,,,expert-101,
auto-Guangzhou-iron-1,Guangzhou-iron-1,,,,auto-103,
expert-Guangzhou-itchy-1,Guangzhou-itchy-1,,,,expert-187,
auto-Guangzhou-itchy-1,Guangzhou-itchy-1,,,,auto-104,
expert-Guangzhou-knowsomething-2,Guangzhou-knowsomething-2,,,,expert-210,
auto-Guangzhou-knowsomething-2,Guangzhou-knowsomething-2,,,,auto-105,
expert-Guangzhou-lightweight-1,Guangzhou-lightweight-1,,,,expert-111,
expert-Guangzhou-mat-1,Guangzhou-mat-1,,,,expert-219,
auto-Guangzhou-mat-1,Guangzhou-mat-1,,,,auto-118,
expert-Guangzhou-monkey-1,Guangzhou-monkey-1,,,,expert-119,
auto-Guangzhou-monkey-1,Guangzhou-monkey-1,,,,auto-122,
expert-Guangzhou-mouth-1,Guangzhou-mouth-1,,,,expert-136,
expert-Guangzhou-mud-1,Guangzhou-mud-1,,,,expert-229,
auto-Guangzhou-mud-1,Guangzhou-mud-1,,,,auto-125,
expert-Guangzhou-neck-1,Guangzhou-neck-1,,,,expert-141,
expert-Guangzhou-needleforsewing-1,Guangzhou-needleforsewing-1,,,,expert-236,
expert-Guangzhou-nose-1,Guangzhou-nose-1,,,,expert-145,
expert-Guangzhou-not-1,Guangzhou-not-1,,,,expert-239,
expert-Guangzhou-oldaged-1,Guangzhou-oldaged-1,,,,expert-242,
auto-Guangzhou-oldaged-1,Guangzhou-oldaged-1,,,,auto-143,
expert-Guangzhou-olderbrother-1,Guangzhou-olderbrother-1,,,,expert-245,
expert-Guangzhou-olderbrother-2,Guangzhou-olderbrother-2,,,,expert-245,
expert-Guangzhou-oldersister-1,Guangzhou-oldersister-1,,,,expert-246,
expert-Guangzhou-oldersister-2,Guangzhou-oldersister-2,,,,expert-246,
expert-Guangzhou-open-1,Guangzhou-open-1,,,,expert-249,
auto-Guangzhou-open-1,Guangzhou-open-1,,,,auto-150,
expert-Guangzhou-pillow-1,Guangzhou-pillow-1,,,,expert-157,
expert-Guangzhou-pull-1,Guangzhou-pull-1,,,,expert-270,
auto-Guangzhou-pull-1,Guangzhou-pull-1,,,,auto-157,
expert-Guangzhou-push-1,Guangzhou-push-1,,,,expert-275,
auto-Guangzhou-push-1,Guangzhou-push-1,,,,auto-160,
expert-Guangzhou-push-2,Guangzhou-push-2,,,,expert-276,
auto-Guangzhou-push-2,Guangzhou-push-2,,,,auto-159,
expert-Guangzhou-quilt-1,Guangzhou-quilt-1,,,,expert-159,
expert-Guangzhou-rainprecipitation-2,Guangzhou-rainprecipitation-2,,,,expert-280,
auto-Guangzhou-rainprecipitation-2,Guangzhou-rainprecipitation-2,,,,auto-164,
expert-Guangzhou-rainbow-1,Guangzhou-rainbow-1,,,,expert-162,
expert-Guangzhou-rice-1,Guangzhou-rice-1,,,,expert-284,
auto-Guangzhou-rice-1,Guangzhou-rice-1,,,,auto-168,
expert-Guangzhou-round-1,Guangzhou-round-1,,,,expert-293,
auto-Guangzhou-round-1,Guangzhou-round-1,,,,auto-172,
expert-Guangzhou-salty-1,Guangzhou-salty-1,,,,expert-299,
expert-Guangzhou-scratch-1,Guangzhou-scratch-1,,,,expert-307,
expert-Guangzhou-sharp-1,Guangzhou-sharp-1,,,,expert-315,
expert-Guangzhou-shoe-1,Guangzhou-shoe-1,,,,expert-319,
auto-Guangzhou-short-1,Guangzhou-short-1,,,,auto-185,
expert-Guangzhou-shut-1,Guangzhou-shut-1,,,,expert-324,
auto-Guangzhou-shut-1,Guangzhou-shut-1,,,,auto-186,
expert-Guangzhou-small-1,Guangzhou-small-1,,,,expert-336,
expert-Guangzhou-soft-1,Guangzhou-soft-1,,,,expert-344,
expert-Guangzhou-soninlaw-1,Guangzhou-soninlaw-1,,,,expert-175,
expert-Guangzhou-squeeze-1,Guangzhou-squeeze-1,,,,expert-360,
expert-Guangzhou-star-1,Guangzhou-star-1,,,,expert-179,
expert-Guangzhou-swim-1,Guangzhou-swim-1,,,,expert-185,
expert-Guangzhou-tea-1,Guangzhou-tea-1,,,,expert-188,
auto-Guangzhou-tea-1,Guangzhou-tea-1,,,,auto-218,
expert-Guangzhou-thick-1,Guangzhou-thick-1,,,,expert-191,
expert-Guangzhou-thinslim-1,Guangzhou-thinslim-1,,,,expert-383,
auto-Guangzhou-thinslim-1,Guangzhou-thinslim-1,,,,auto-223,
auto-Guangzhou-thou-1,Guangzhou-thou-1,,,,auto-225,
expert-Guangzhou-tiger-1,Guangzhou-tiger-1,,,,expert-193,
expert-Guangzhou-tired-1,Guangzhou-tired-1,,,,expert-390,
expert-Guangzhou-untie-1,Guangzhou-untie-1,,,,expert-404,
auto-Guangzhou-untie-1,Guangzhou-untie-1,,,,auto-232,
expert-Guangzhou-walk-1,Guangzhou-walk-1,,,,expert-415,
auto-Guangzhou-walk-1,Guangzhou-walk-1,,,,auto-242,
auto-Guangzhou-wear-1,Guangzhou-wear-1,,,,auto-243,
expert-Guangzhou-wind-1,Guangzhou-wind-1,,,,expert-207,
expert-Kunming-ant-1,Kunming-ant-1,,,,expert-5,
expert-Kunming-aubergine-1,Kunming-aubergine-1,,,,expert-15,
auto-Kunming-aubergine-1,Kunming-aubergine-1,,,,auto-5,
expert-Kunming-bad-1,Kunming-bad-1,,,,expert-6,
expert-Kunming-bamboo-1,Kunming-bamboo-1,,,,expert-21,
expert-Kunming-be-1,Kunming-be-1,,,,expert-8,
auto-Kunming-be-1,Kunming-be-1,,,,auto-10,
expert-Kunming-bealive-1,Kunming-bealive-1,,,,expert-10,
auto-Kunming-bealive-1,Kunming-bealive-1,,,,auto-11,
auto-Kunming-behungry-1,Kunming-behungry-1,,,,auto-13,
expert-Kunming-bite-1,Kunming-bite-1,,,,expert-18,
auto-Kunming-bite-1,Kunming-bite-1,,,,auto-17,
auto-Kunming-black-1,Kunming-black-1,,,,auto-19,
expert-Kunming-blowwithmouth-1,Kunming-blowwithmouth-1,,,,expert-22,
expert-Kunming-bright-1,Kunming-bright-1,,,,expert-36,
expert-Kunming-caprinegoatorsheep-1,Kunming-caprinegoatorsheep-1,,,,expert-42,
expert-Kunming-cat-1,Kunming-cat-1,,,,expert-45,
auto-Kunming-cat-1,Kunming-cat-1,,,,auto-29,
expert-Kunming-claw-1,Kunming-claw-1,,,,expert-41,
expert-Kunming-clean-1,Kunming-clean-1,,,,expert-44,
